PLAYER_ID,PLAYER_NAME,GP,MIN_TOTAL,PRIMARY_DECADE,ERA_LABEL,HP_PCT,ATTACK_PCT,DEFENSE_PCT,SPATK_PCT,SPDEF_PCT,SPEED_PCT
202341,James Anderson,247,4320.731666666667,2010,Pace-and-Space Small-Ball,53.271955793220584,36.61014862748535,42.54005098343884,47.20118972409781,42.89287653071624,72.15834899062449
202343,Elliot Williams,109,1470.44,2010,Pace-and-Space Small-Ball,35.42800314109521,45.3067178035213,45.42974669314576,51.21472108325825,38.52030802540324,73.50540494473735
202344,Trevor Booker,532,10873.106666666667,2010,Pace-and-Space Small-Ball,53.7809557406088,39.051505429529364,50.35767994864616,36.53486985674144,68.05917900366791,36.31523861435311
202347,Quincy Pondexter,355,5530.105,2010,Pace-and-Space Small-Ball,45.06818441128876,24.733708003191058,69.26227848191866,30.582249362619955,26.134785258607145,17.64650480221713
202348,Jordan Crawford,281,6843.068333333334,2010,Pace-and-Space Small-Ball,65.4140999060892,82.20467887581276,42.9757294863872,82.98686781421839,33.55753182313703,34.48265538375156
202349,Greivis Vasquez,401,9518.675,2010,Pace-and-Space Small-Ball,68.22301307992024,51.51978120956386,51.16200052109072,94.1367247394917,35.38858094726522,10.48860170833642
202355,Hassan Whiteside,511,12646.043333333333,2010,Pace-and-Space Small-Ball,71.03622756346027,82.93330222009341,42.08147573811488,11.32411926680672,63.10202435028932,44.00814712735234
202357,Nemanja Bjelica,449,9172.016666666666,2010,Pace-and-Space Small-Ball,55.25193961523472,48.29468829358054,35.259299108531614,58.29188328989868,66.34713683126887,61.382444347192184
202361,Landry Fields,255,6010.413333333334,2010,Pace-and-Space Small-Ball,70.85580138550098,24.738840018454948,49.32615717069583,48.75125103721821,63.77203136457912,34.96542217169787
202362,Lance Stephenson,554,12680.683333333332,2010,Pace-and-Space Small-Ball,66.6143412392285,49.624260914622816,59.11939336432449,78.60539644738674,55.53670337949973,34.419027164678695
202379,Jeremy Evans,250,2626.6133333333332,2010,Pace-and-Space Small-Ball,27.156121800888343,37.95135461485999,57.75238241335817,27.63622793317938,67.00543326784724,31.948814816809524
202388,Donald Sloan,218,3749.42,2010,Pace-and-Space Small-Ball,48.19474672092526,32.37597286685975,48.77352976727139,91.4390973252406,34.19261340912373,26.711409939704687
202389,Timofey Mozgov,454,8181.911666666667,2010,Pace-and-Space Small-Ball,49.18613834174489,50.68062155001122,48.03045562007621,12.725871237596122,46.795295128989835,48.57380242456688
202390,Gary Neal,352,7505.801666666666,2010,Pace-and-Space Small-Ball,55.92825625334737,75.24176723129278,50.450937325446894,59.94401889158026,24.53444414898853,34.344230278409846
